class,xmin,ymin,xwidth,ywidth,filename,height,width,xmax,ymax
None,285,100,13,36,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,298,136
None,233,142,14,28,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,247,170
None,184,117,14,33,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,198,150
None,130,100,8,17,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,138,117
None,89,150,20,34,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,109,184
None,64,123,13,28,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,77,151
Mask,51,124,13,15,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,64,139
None,120,161,11,18,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,131,179
None,50,202,12,21,1596_jpg.rf.fcc7115c99bcfec2b3e0e1f8173badb5.jpg,300,300,62,223
Mask,74,122,74,75,1598_jpg.rf.e0947e88bf4695238611e11249e3d142.jpg,300,300,148,197
Mask,222,100,52,118,1598_jpg.rf.e0947e88bf4695238611e11249e3d142.jpg,300,300,274,218
Mask,112,147,91,99,1599_jpg.rf.6bef915de20f41aa069a023d07a3e576.jpg,300,300,203,246
Mask,99,106,15,13,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,114,119
Mask,120,92,12,11,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,132,103
Mask,137,104,12,12,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,149,116
Mask,161,120,14,15,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,175,135
Mask,183,101,9,9,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,192,110
Mask,166,97,10,5,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,176,102
Mask,241,125,13,11,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,254,136
Mask,138,155,21,18,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,159,173
Mask,180,200,28,31,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,208,231
Mask,262,214,25,27,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,287,241
Mask,285,157,12,16,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,297,173
Mask,251,160,19,20,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,270,180
Mask,18,129,23,18,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,41,147
Mask,0,173,23,33,1602_jpg.rf.8e7f6fb14a42970ca06198e808be3394.jpg,300,300,23,206
None,181,174,11,19,1606_jpg.rf.d0da946e3c7a9308c2b2a9f9c8eef641.jpg,300,300,192,193
None,145,150,9,14,1606_jpg.rf.d0da946e3c7a9308c2b2a9f9c8eef641.jpg,300,300,154,164
None,96,182,13,21,1606_jpg.rf.d0da946e3c7a9308c2b2a9f9c8eef641.jpg,300,300,109,203
None,85,146,9,13,1606_jpg.rf.d0da946e3c7a9308c2b2a9f9c8eef641.jpg,300,300,94,159
None,59,155,11,14,1606_jpg.rf.d0da946e3c7a9308c2b2a9f9c8eef641.jpg,300,300,70,169
None,253,144,15,8,1606_jpg.rf.d0da946e3c7a9308c2b2a9f9c8eef641.jpg,300,300,268,152
None,142,21,50,113,1607_jpg.rf.ca2ba426f4e47a6f31a16280e514154d.jpg,300,300,192,134
None,172,43,38,85,1609_jpg.rf.82f6cbdf96a704d940781b4a057d291d.jpg,300,300,210,128
None,96,93,31,81,1609_jpg.rf.82f6cbdf96a704d940781b4a057d291d.jpg,300,300,127,174
Mask,116,182,7,7,1610_jpg.rf.db569857c553cb7f2c8f92fe2e09e69a.jpg,300,300,123,189
Mask,249,174,5,5,1610_jpg.rf.db569857c553cb7f2c8f92fe2e09e69a.jpg,300,300,254,179
Mask,269,171,3,5,1610_jpg.rf.db569857c553cb7f2c8f92fe2e09e69a.jpg,300,300,272,176
Mask,159,151,16,13,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,175,164
Mask,72,148,22,24,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,94,172
Mask,105,158,14,19,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,119,177
None,120,149,18,33,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,138,182
Mask,144,170,18,21,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,162,191
Mask,206,157,14,18,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,220,175
Mask,185,147,10,7,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,195,154
Mask,238,148,7,13,1615_jpg.rf.23677a4148ea1622f89859a5a80756b1.jpg,300,300,245,161
Mask,83,84,7,8,1616_jpg.rf.9a91ab3eddd04e2842f35faa0b34ccda.jpg,300,300,90,92
Mask,204,71,13,17,1616_jpg.rf.9a91ab3eddd04e2842f35faa0b34ccda.jpg,300,300,217,88
Mask,133,91,8,7,1616_jpg.rf.9a91ab3eddd04e2842f35faa0b34ccda.jpg,300,300,141,98
Mask,117,101,11,11,1616_jpg.rf.9a91ab3eddd04e2842f35faa0b34ccda.jpg,300,300,128,112
None,99,74,11,26,1616_jpg.rf.9a91ab3eddd04e2842f35faa0b34ccda.jpg,300,300,110,100
Mask,255,69,12,25,1616_jpg.rf.9a91ab3eddd04e2842f35faa0b34ccda.jpg,300,300,267,94
None,218,158,34,61,1618_jpg.rf.2d0bc6731b02d737c5ebfea699125736.jpg,300,300,252,219
Mask,128,143,51,71,1618_jpg.rf.2d0bc6731b02d737c5ebfea699125736.jpg,300,300,179,214
Mask,32,170,48,59,1618_jpg.rf.2d0bc6731b02d737c5ebfea699125736.jpg,300,300,80,229
Mask,233,67,25,30,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,258,97
None,217,79,9,16,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,226,95
None,174,40,8,13,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,182,53
None,114,92,9,10,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,123,102
None,97,87,12,19,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,109,106
None,56,96,15,16,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,71,112
None,30,95,21,21,1622_jpg.rf.e28284ff029d8d59311dd914704ea8a9.jpg,300,300,51,116
Mask,56,67,13,22,1626_jpg.rf.7648ef4e05c38bb598b522e94ee14123.jpg,300,300,69,89
Mask,112,81,25,25,1626_jpg.rf.7648ef4e05c38bb598b522e94ee14123.jpg,300,300,137,106
Mask,153,69,27,33,1626_jpg.rf.7648ef4e05c38bb598b522e94ee14123.jpg,300,300,180,102
Mask,281,160,8,13,1627_jpg.rf.d6d559c677840111d46c1f67e25ad203.jpg,300,300,289,173
Mask,129,123,40,64,1627_jpg.rf.d6d559c677840111d46c1f67e25ad203.jpg,300,300,169,187
Mask,213,132,4,11,1627_jpg.rf.d6d559c677840111d46c1f67e25ad203.jpg,300,300,217,143
Mask,180,107,18,21,1630_jpg.rf.73ca13fafb9cd3dd7a66d495ea4521f1.jpg,300,300,198,128
None,160,83,15,30,1630_jpg.rf.73ca13fafb9cd3dd7a66d495ea4521f1.jpg,300,300,175,113
Mask,135,138,20,25,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,155,163
Mask,165,165,19,19,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,184,184
Mask,205,185,18,25,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,223,210
Mask,231,188,17,15,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,248,203
Mask,247,227,27,26,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,274,253
Mask,239,278,26,22,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,265,300
Mask,201,278,27,22,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,228,300
Mask,158,231,23,25,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,181,256
Mask,182,235,14,23,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,196,258
Mask,104,214,24,28,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,128,242
Mask,33,218,22,26,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,55,244
Mask,71,239,23,25,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,94,264
Mask,3,189,22,17,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,25,206
Mask,3,143,25,20,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,28,163
Mask,68,151,23,14,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,91,165
Mask,45,153,19,17,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,64,170
Mask,30,154,12,16,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,42,170
Mask,39,118,15,12,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,54,130
Mask,64,99,18,18,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,82,117
Mask,23,123,14,15,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,37,138
Mask,141,223,20,20,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,161,243
Mask,195,148,15,16,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,210,164
Mask,268,172,17,21,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,285,193
Mask,290,201,10,22,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,300,223
Mask,281,229,17,24,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,298,253
Mask,221,118,15,16,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,236,134
Mask,237,107,16,20,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,253,127
Mask,158,131,10,15,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,168,146
Mask,91,103,18,18,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,109,121
Mask,26,75,20,17,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,46,92
Mask,196,60,12,15,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,208,75
Mask,215,56,11,15,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,226,71
Mask,94,40,11,11,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,105,51
Mask,69,189,16,19,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,85,208
Mask,262,98,13,20,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,275,118
Mask,154,23,14,16,1631_jpg.rf.a23bfac899b6c4c87238843519dabaaf.jpg,300,300,168,39
None,129,194,38,40,1633_jpg.rf.9718063ea7c752ac092678733c9e6752.jpg,300,300,167,234
None,58,36,29,81,1637_jpg.rf.bad1fd076203bf5651e4b00440213e27.jpg,300,300,87,117
Mask,28,74,23,46,1637_jpg.rf.bad1fd076203bf5651e4b00440213e27.jpg,300,300,51,120
Mask,140,91,32,40,1637_jpg.rf.bad1fd076203bf5651e4b00440213e27.jpg,300,300,172,131
Mask,196,55,32,44,1637_jpg.rf.bad1fd076203bf5651e4b00440213e27.jpg,300,300,228,99
None,99,114,21,42,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,120,156
None,32,84,26,41,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,58,125
None,169,68,18,27,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,187,95
None,239,111,24,41,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,263,152
None,263,112,14,40,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,277,152
None,283,51,16,29,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,299,80
None,251,28,12,20,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,263,48
Mask,138,92,20,22,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,158,114
Mask,224,51,12,16,1638_jpg.rf.9be8d06b3c6166a19fae074dda748121.jpg,300,300,236,67
None,132,35,22,43,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,154,78
None,257,3,20,33,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,277,36
None,287,20,13,43,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,300,63
None,251,42,25,46,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,276,88
None,196,26,18,41,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,214,67
None,223,41,10,30,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,233,71
None,165,66,28,59,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,193,125
None,89,89,26,56,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,115,145
None,68,82,18,42,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,86,124
None,77,39,16,37,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,93,76
None,99,56,13,21,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,112,77
None,41,48,14,29,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,55,77
None,29,72,15,28,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,44,100
None,0,66,20,64,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,20,130
None,102,25,12,27,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,114,52
None,152,23,20,37,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,172,60
None,118,31,11,33,1639_jpg.rf.fe88b36d51ebb68120c004d518adbc76.jpg,300,300,129,64
Mask,74,44,11,14,1641_jpg.rf.69d08350c7fb6f0056dbdd7d2d0e2f51.jpg,300,300,85,58
Mask,122,63,19,18,1641_jpg.rf.69d08350c7fb6f0056dbdd7d2d0e2f51.jpg,300,300,141,81
Mask,235,56,12,10,1641_jpg.rf.69d08350c7fb6f0056dbdd7d2d0e2f51.jpg,300,300,247,66
Helmet,117,36,29,26,1641_jpg.rf.69d08350c7fb6f0056dbdd7d2d0e2f51.jpg,300,300,146,62
Helmet,234,37,20,21,1641_jpg.rf.69d08350c7fb6f0056dbdd7d2d0e2f51.jpg,300,300,254,58
Mask,57,147,13,23,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,70,170
Mask,59,101,12,14,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,71,115
Mask,107,46,8,10,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,115,56
Mask,125,33,7,10,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,132,43
Mask,186,8,11,9,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,197,17
Mask,172,43,11,10,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,183,53
Mask,151,81,12,13,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,163,94
Mask,229,51,15,15,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,244,66
Mask,245,127,14,22,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,259,149
Mask,249,15,10,11,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,259,26
Mask,237,28,10,8,1643_jpg.rf.885627afe46184303e3393f261e089f0.jpg,300,300,247,36
None,228,0,17,21,1644_jpg.rf.d0a7ec93496b7a341cb3d649ea026c29.jpg,300,300,245,21
Mask,189,163,32,49,1644_jpg.rf.d0a7ec93496b7a341cb3d649ea026c29.jpg,300,300,221,212
Mask,74,241,35,31,1644_jpg.rf.d0a7ec93496b7a341cb3d649ea026c29.jpg,300,300,109,272
None,55,92,15,41,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,70,133
None,137,77,11,28,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,148,105
None,28,65,16,25,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,44,90
None,86,75,12,25,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,98,100
None,94,69,8,26,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,102,95
None,105,70,12,32,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,117,102
None,116,82,13,24,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,129,106
None,46,18,7,21,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,53,39
None,236,74,12,26,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,248,100
None,213,76,12,26,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,225,102
None,197,78,12,27,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,209,105
None,183,59,14,33,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,197,92
None,171,62,13,28,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,184,90
None,25,101,13,41,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,38,142
None,3,100,14,38,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,17,138
None,165,101,11,27,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,176,128
None,180,109,8,24,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,188,133
None,155,99,10,29,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,165,128
None,155,62,12,30,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,167,92
None,145,61,10,29,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,155,90
None,63,71,15,33,1646_jpg.rf.5cdfd2ec8ed89d5a4f772a67e4f56332.jpg,300,300,78,104
Mask,173,68,14,22,1647_jpg.rf.fb5b596a4b590c6ddb64226c2643fbd8.jpg,300,300,187,90
Mask,213,97,16,15,1647_jpg.rf.fb5b596a4b590c6ddb64226c2643fbd8.jpg,300,300,229,112
Mask,238,110,24,38,1647_jpg.rf.fb5b596a4b590c6ddb64226c2643fbd8.jpg,300,300,262,148
Mask,196,56,38,48,1648_jpg.rf.3f8555a72c4ea3fb328ae5e4c6a15a1f.jpg,300,300,234,104
Mask,134,90,25,35,1648_jpg.rf.3f8555a72c4ea3fb328ae5e4c6a15a1f.jpg,300,300,159,125
Mask,62,81,30,39,1648_jpg.rf.3f8555a72c4ea3fb328ae5e4c6a15a1f.jpg,300,300,92,120
None,135,101,15,26,1650_jpg.rf.902927d5d9c9083d5ebe79677dd2f45b.jpg,300,300,150,127
Mask,236,92,13,30,1650_jpg.rf.902927d5d9c9083d5ebe79677dd2f45b.jpg,300,300,249,122
Mask,201,99,17,22,1650_jpg.rf.902927d5d9c9083d5ebe79677dd2f45b.jpg,300,300,218,121
Mask,34,116,16,14,1650_jpg.rf.902927d5d9c9083d5ebe79677dd2f45b.jpg,300,300,50,130
Mask,243,43,13,16,1651_jpg.rf.a6ecda2dc454e76c84bbdaf48e5774d6.jpg,300,300,256,59
Mask,38,54,19,16,1651_jpg.rf.a6ecda2dc454e76c84bbdaf48e5774d6.jpg,300,300,57,70
Mask,16,79,19,25,1651_jpg.rf.a6ecda2dc454e76c84bbdaf48e5774d6.jpg,300,300,35,104
Mask,195,60,15,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,210,76
Mask,220,117,16,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,236,133
Mask,194,147,18,17,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,212,164
Mask,135,138,20,25,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,155,163
Mask,164,162,18,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,182,183
Mask,203,186,23,23,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,226,209
Mask,251,226,21,26,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,272,252
Mask,232,186,18,20,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,250,206
Mask,268,174,19,18,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,287,192
Mask,158,229,18,24,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,176,253
Mask,178,231,22,27,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,200,258
Mask,202,276,23,22,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,225,298
Mask,241,280,25,20,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,266,300
Mask,281,230,16,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,297,251
Mask,68,238,28,20,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,96,258
Mask,32,219,25,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,57,240
Mask,2,188,22,18,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,24,206
Mask,6,146,22,18,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,28,164
Mask,48,153,13,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,61,174
Mask,32,157,13,15,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,45,172
Mask,70,152,16,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,86,168
Mask,92,103,17,18,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,109,121
Mask,64,100,15,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,79,116
Mask,27,75,15,15,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,42,90
Mask,40,117,14,15,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,54,132
Mask,22,120,13,18,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,35,138
Mask,0,107,8,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,8,123
Mask,67,188,19,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,86,209
Mask,105,140,16,11,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,121,151
Mask,260,99,20,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,280,115
Mask,291,199,9,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,300,220
Mask,287,93,13,16,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,300,109
Mask,86,195,16,21,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,102,216
Mask,157,22,9,12,1653_jpg.rf.94a291fbd14caae5a59fb46fe7bac5f8.jpg,300,300,166,34
Mask,185,79,12,13,1655_jpg.rf.338d0b3ad97c45c77243bf9011a1d97b.jpg,300,300,197,92
Mask,285,58,9,10,1655_jpg.rf.338d0b3ad97c45c77243bf9011a1d97b.jpg,300,300,294,68
Mask,243,64,15,17,1655_jpg.rf.338d0b3ad97c45c77243bf9011a1d97b.jpg,300,300,258,81
Mask,0,162,17,21,1655_jpg.rf.338d0b3ad97c45c77243bf9011a1d97b.jpg,300,300,17,183
Mask,137,97,20,32,1658_jpg.rf.dd9e8e0ece329f10bfde925ead4c295e.jpg,300,300,157,129
Mask,183,65,21,36,1658_jpg.rf.dd9e8e0ece329f10bfde925ead4c295e.jpg,300,300,204,101
Mask,235,66,27,27,1658_jpg.rf.dd9e8e0ece329f10bfde925ead4c295e.jpg,300,300,262,93
Mask,79,109,13,22,1658_jpg.rf.dd9e8e0ece329f10bfde925ead4c295e.jpg,300,300,92,131
Mask,22,84,21,25,1658_jpg.rf.dd9e8e0ece329f10bfde925ead4c295e.jpg,300,300,43,109
Mask,46,148,88,116,1659_jpg.rf.39bb0b350f127040ea0ce2f443f5eaf9.jpg,300,300,134,264
None,153,14,65,117,1661_jpg.rf.6ece77e3932f220449c976d7e66860f2.jpg,300,300,218,131
Mask,204,72,23,32,1662_jpg.rf.b2b4771cf9cb6145a9439246c82d4b42.jpg,300,300,227,104
Mask,132,81,24,26,1662_jpg.rf.b2b4771cf9cb6145a9439246c82d4b42.jpg,300,300,156,107
Mask,46,140,17,19,1662_jpg.rf.b2b4771cf9cb6145a9439246c82d4b42.jpg,300,300,63,159
Mask,46,107,14,12,1662_jpg.rf.b2b4771cf9cb6145a9439246c82d4b42.jpg,300,300,60,119
None,173,157,18,30,1664_jpg.rf.b29ea42387903b5f0d8171a134bd1f04.jpg,300,300,191,187
None,253,155,12,23,1664_jpg.rf.b29ea42387903b5f0d8171a134bd1f04.jpg,300,300,265,178
Mask,132,89,44,48,1665_jpg.rf.43e32ef995560c1dfa7fee83f45f9f8a.jpg,300,300,176,137
Mask,161,43,17,17,1666_jpg.rf.19e3e17d37051cc83180a44045e91169.jpg,300,300,178,60
Mask,134,50,15,16,1666_jpg.rf.19e3e17d37051cc83180a44045e91169.jpg,300,300,149,66
Mask,70,97,132,103,1667_jpg.rf.6a47adbc09b4ab4ae94c213ac25ab360.jpg,300,300,202,200
Mask,168,75,16,14,1668_jpg.rf.912bd301aa3b70a3ff82a480598eb777.jpg,300,300,184,89
None,279,73,10,16,1668_jpg.rf.912bd301aa3b70a3ff82a480598eb777.jpg,300,300,289,89
Mask,121,67,16,16,1668_jpg.rf.912bd301aa3b70a3ff82a480598eb777.jpg,300,300,137,83
None,58,75,8,17,1668_jpg.rf.912bd301aa3b70a3ff82a480598eb777.jpg,300,300,66,92
None,205,17,13,31,1670_jpg.rf.88c851466cd07f5414f7c0bdb76cc4cb.jpg,300,300,218,48
